phenotypeId,webApiCohortId,cohortName,logicDescription,cohortId,referentConceptId,cohortType,PMID
43021226000,17413,Atopic dermatitis referent incident cohort,"Persons with condition occurrence of referent concept (133834) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",133834001,133834,referent,
43021226000,17412,Atopic dermatitis referent prevalent cohort,"Persons with condition occurrence of referent concept (133834) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",133834002,133834,referent,
43021226000,12800,"Atopic dermatitis (with exclusions of flexural, besniers, neuroderamatitis from concept set) at first diagnosis",Atopic dermatitis (has exclusions in concept set) at first diagnosis with 365 days continuous observation. Cohort exit is the end of continuous observable time for the person.,133834003,133834,,
43021226000,17143,Atopic dermatitis and Eczema at first diagnosis,Atopic dermatitis and Eczema at first diagnosis with 365 days continous observation. Cohort exist is the end of continuous observation time for the person.,133834005,133834,,
43021226000,18858,Atopic Dermatitis Hsu 1,Atopic dermatitis Hsu (2017) 1+ codes,133834006,133834,literature,27997983
43021226000,18859,Atopic Dermatitis Hsu 2,Atopic dermatitis Hsu (2017) 2+ codes,133834007,133834,literature,27997983
43021226000,18860,Atopic Dermatitis Hsu 3,Atopic dermatitis Hsu (2017) 2+ codes Plus hay fever and/or asthma,133834008,133834,literature,27997983
43021226000,18861,Atopic Dermatitis Hsu 4,Atopic dermatitis Hsu (2017) 2+ codes Plus hay fever or asthma and food allergy,133834009,133834,literature,27997983
43021226000,18862,Atopic Dermatitis Hsu 5,Atopic dermatitis Hsu (2017) 1+ codes,133834010,133834,literature,27997983
43021226000,18863,Atopic Dermatitis Hsu 6,Atopic dermatitis Hsu (2017) 2+ codes,133834011,133834,literature,27997983
43021226000,18864,Atopic Dermatitis Hsu 7,Atopic dermatitis Hsu (2017) 2+ codes Plus hay fever and/or asthma,133834012,133834,literature,27997983
43021226000,18865,Atopic Dermatitis Hsu 8,"Atopic dermatitis Hsu (2017) 2+ codes Plus hay fever, food allergy, and/or asthma",133834013,133834,literature,27997983
43021226000,17391,Allergic rhinitis referent incident cohort,"Persons with condition occurrence of referent concept (257007) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",257007001,257007,referent,
43021226000,17390,Allergic rhinitis referent prevalent cohort,"Persons with condition occurrence of referent concept (257007) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",257007002,257007,referent,
43021226000,17411,Asthma referent incident cohort,"Persons with condition occurrence of referent concept (317009) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",317009001,317009,referent,
43021226000,17410,Asthma referent prevalent cohort,"Persons with condition occurrence of referent concept (317009) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",317009002,317009,referent,
43021226000,17741,"Hospitalization for Asthma, defined by inpatient visit with a primary condition occurrence of asthma conceptset","Hospitalization for Asthma, defined by inpatient visit with at least 1 condition occurrence of 'asthma' conceptset with type indicating '1st' or 'primary' condition occurring between start and end of inpatient or inpatient/ER visit. Cohort exit is at inpatient visit end date.",317009003,317009,,
43021226000,17767,"Asthma prevalent cohort, defined by condition occurrence or observation of asthma or drug exposure for asthma therapy at age<55 with a second asthma therapy in the 365d to 180d before entry event, and no prior condition of COPD","Persons with asthma, defined by condition occurrence or observation of 'asthma' or drug exposure for 'asthma therapy' at age<55 with a second 'asthma therapy' in the 365d to 180d before entry event, and no condition of 'COPD' or drug exposure of 'LAMA' anytime on or before entry event. Persons exit cohort at end of observation period.",317009004,317009,,
43021226000,17768,"Asthma or COPD prevalent cohort, defined by condition occurrence of asthma or chronic obstructive lung disease or drug exposure for respiratory therapy with a second respiratory therapy in the 180d to 365d after entry event","Persons with Asthma or COPD, defined by earliest of condition occurrence of 'asthma' or 'chronic obstructive lung disease' or drug exposure for 'respiratory therapy' with a second drug exposure of 'respiratory therapy' in the 180d to 365d after entry event. Persons exit cohort at end of observation period.",317009005,317009,,
43021226000,18775,Prevalent Asthma without COPD,,317009006,317009,,
43021226000,17786,Angioedema referent incident cohort,"Persons with condition occurrence of referent concept (432791) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",432791001,432791,referent,
43021226000,17785,Angioedema referent prevalent cohort,"Persons with condition occurrence of referent concept (432791) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",432791002,432791,referent,
43021226000,7377,"Angioedema events, defined by condition occurrences of Angioedema conceptset occurring between start and end of inpatient or ER visit",,432791003,432791,,
43021226000,18620,Anaphylaxis referent incident cohort,"Persons with condition occurrence of referent concept (441202) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",441202001,441202,referent,
43021226000,18619,Anaphylaxis referent prevalent cohort,"Persons with condition occurrence of referent concept (441202) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",441202002,441202,referent,
43021226000,18487,Anaphylactic reaction by Walsh (Mini-sentinial validated definition),,441202003,441202,literature,
43021226000,18602,Anaphylactic reaction by Mesfin,"ICD-10: T80.5, T80.6, T88.1 ED encounters",441202004,441202,literature,
